title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
Plantas parques Sevilla,"Base de datos de plantas plantadas en Sevilla, y su origen y importancia para pajaros y polinizadores.",2026,"Bartomeus, Ortega. 2026","Plantas, polinizadores, pajaros",CC-BY,NA,Sevilla,37.3925,-5.891,37.335,-6.070,NA,2026,2026
