fileName,name,contentUrl,encodingFormat
Especies.csv,Especies,https://github.com/ibartomeus/PolinizadoresSevilla/blob/main/data/Especies.csv,csv
Parques.csv,Parques,https://github.com/ibartomeus/PolinizadoresSevilla/blob/main/data/Parques.csv,csv
