ESPECIE ARBUSTO,ALTURA,TIPOLOGÍA,UG,BARRIO,,DISTRITO,ELEMENTO,FECHAPLANT,CMARRAS,X,Y
"Bouganvillea
spectabilis",35,Plaza o Jardín,"PEDRO SANTOS GóMEZ, JARDINES
PLAZA",TRIANA OESTE,,Triana,Arbusto,,0,"23,339,564","414,214,687"
"Bouganvillea
spectabilis",25,Plaza o Jardín,Z.V. Alcalde Isacio Contreras,LA FLORIDA,,Nervión,Arbusto,,0,"23,579,896","414,192,153"
"Bouganvillea
spectabilis",18,Plaza o Jardín,Z.V. Alcalde Isacio Contreras,LA FLORIDA,,Nervión,Arbusto,,0,"23,573,995","414,197,462"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,685,171","414,015,392"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,685,419","414,016,111"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,685,652","414,016,759"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,685,840","414,017,438"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,685,391","414,017,964"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,684,842","414,018,549"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,684,223","414,018,265"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,683,792","414,017,865"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,683,208","414,017,323"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,682,663","414,016,873"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,682,043","414,016,307"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,681,481","414,015,857"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,681,086","414,015,519"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,680,517","414,014,976"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,679,336","414,013,912"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,678,914","414,013,555"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,678,214","414,012,956"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,677,759","414,012,545"
ESPECIE ARBUSTO,ALTURA,TIPOLOGÍA,UG,BARRIO,,DISTRITO,ELEMENTO,FECHAPLANT,CMARRAS,X,Y
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,676,720","414,011,654"
"Bouganvillea
spectabilis",30,Arbolado Viario,AMORES AMORIOS,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,675,984","414,011,116"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,675,429","414,010,486"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,675,394","414,009,781"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,676,358","414,009,046"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,677,503","414,008,112"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,678,664","414,007,079"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,679,059","414,006,662"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,679,584","414,006,387"
"Bouganvillea
spectabilis",50,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,680,330","414,006,040"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,681,059","414,005,703"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,681,951","414,006,473"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,682,187","414,007,112"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,682,452","414,007,858"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,682,694","414,008,585"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,682,997","414,009,355"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,683,244","414,010,008"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,683,596","414,011,068"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,683,900","414,011,869"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,684,092","414,012,404"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,684,358","414,013,171"
"Bouganvillea
spectabilis",30,Parque Urbano,Z.V. Jardines Felipe II,FELIPE II-LOS DIEZ MANDAMIENTOS,,Sur,Arbusto,,0,"23,684,895","414,014,681"
"Bouganvillea
spectabilis",45,Parque Urbano,Z.V. Parque Federico García Lorca,NERVION,,Nervión,Arbusto,,0,"23,697,241","414,083,563"
"Bouganvillea
spectabilis",45,Parque Urbano,Z.V. Parque Federico García Lorca,NERVION,,Nervión,Arbusto,,0,"23,697,094","414,083,267"
"Bouganvillea
spectabilis",45,Parque Urbano,Z.V. Parque Federico García Lorca,NERVION,,Nervión,Arbusto,,0,"23,696,785","414,083,413"
"Bouganvillea
spectabilis",45,Parque Urbano,Z.V. Parque Federico García Lorca,NERVION,,Nervión,Arbusto,,0,"23,696,401","414,083,562"
"Bouganvillea
spectabilis",45,Parque Urbano,Z.V. Parque Federico García Lorca,NERVION,,Nervión,Arbusto,,0,"23,695,516","414,083,927"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Parque Federico García Lorca,NERVION,,Nervión,Arbusto,,0,"23,695,264","414,084,423"
"Bouganvillea
spectabilis",17,Parque Urbano,Z.V. Parque Federico García Lorca,NERVION,,Nervión,Arbusto,,0,"23,695,108","414,084,062"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Parque Federico García Lorca,NERVION,,Nervión,Arbusto,,0,"23,696,029","414,085,460"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Parque Federico García Lorca,NERVION,,Nervión,Arbusto,,0,"23,695,737","414,085,573"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Parque Federico García Lorca,NERVION,,Nervión,Arbusto,,0,"23,695,586","414,085,212"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Parque Federico García Lorca,NERVION,,Nervión,Arbusto,,0,"23,697,574","414,084,562"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Parque Federico García Lorca,NERVION,,Nervión,Arbusto,,0,"23,697,671","414,084,817"
ESPECIE ARBUSTO,ALTURA,TIPOLOGÍA,UG,BARRIO,,DISTRITO,ELEMENTO,FECHAPLANT,CMARRAS,X,Y
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Parque Federico García Lorca,NERVION,,Nervión,Arbusto,,0,"23,697,360","414,084,820"
"Bouganvillea
spectabilis",25,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,601,870","413,767,551"
"Bouganvillea
spectabilis",25,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,601,884","413,767,452"
"Bouganvillea
spectabilis",25,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,601,896","413,767,338"
"Bouganvillea
spectabilis",25,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,602,008","413,767,246"
"Bouganvillea
spectabilis",25,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,602,143","413,767,234"
"Bouganvillea
spectabilis",25,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,602,240","413,767,223"
"Bouganvillea
spectabilis",25,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,602,318","413,767,221"
"Bouganvillea
spectabilis",25,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,602,402","413,767,211"
"Bouganvillea
spectabilis",25,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,602,512","413,767,208"
"Bouganvillea
spectabilis",25,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,602,641","413,767,211"
"Bouganvillea
spectabilis",25,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,602,786","413,767,244"
"Bouganvillea
spectabilis",25,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,602,908","413,767,282"
"Bouganvillea
spectabilis",25,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,603,020","413,767,333"
"Bouganvillea
spectabilis",25,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,603,119","413,767,353"
"Bouganvillea
spectabilis",25,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,603,208","413,767,394"
"Bouganvillea
spectabilis",25,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,603,274","413,767,419"
"Bouganvillea
spectabilis",25,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,603,340","413,767,447"
"Bouganvillea
spectabilis",25,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,603,338","413,767,574"
"Bouganvillea
spectabilis",25,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,603,320","413,767,671"
"Bouganvillea
spectabilis",25,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,603,297","413,767,782"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,602,111","413,757,607"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,602,131","413,757,338"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,602,177","413,757,106"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,602,207","413,756,969"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,602,216","413,756,822"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,602,233","413,756,650"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,601,197","413,763,485"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,601,259","413,763,124"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,601,359","413,762,378"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,601,388","413,762,251"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,601,393","413,762,108"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,601,448","413,761,872"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,601,465","413,761,755"
ESPECIE ARBUSTO,ALTURA,TIPOLOGÍA,UG,BARRIO,,DISTRITO,ELEMENTO,FECHAPLANT,CMARRAS,X,Y
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,601,480","413,761,604"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,601,547","413,761,177"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,601,582","413,761,005"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,601,595","413,760,849"
"Bouganvillea
spectabilis",20,Parque Urbano,Z.V. Jardines del Paseo de Europa,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,601,605","413,760,764"
"Bouganvillea
spectabilis",15,,Z.V. Jardines de Hércules,BELLAVISTA,,Bellavista-La Palmera,Arbusto,,0,"23,712,115","413,581,292"
"Bouganvillea
spectabilis",11,,Z.V. Jardines de Hércules,BELLAVISTA,,Bellavista-La Palmera,Arbusto,,0,"23,709,032","413,585,069"
"Bouganvillea
spectabilis",30,,Z.V. Jardines de Hércules,BELLAVISTA,,Bellavista-La Palmera,Arbusto,,0,"23,710,138","413,576,035"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,136,485","414,311,727"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,139,573","414,305,997"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,139,338","414,306,408"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,138,927","414,307,218"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,138,493","414,308,029"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,138,258","414,308,451"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,138,046","414,308,862"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,137,800","414,309,273"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,137,600","414,309,672"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,137,377","414,310,083"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,137,154","414,310,483"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,136,931","414,310,941"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,136,684","414,311,352"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,135,557","414,313,459"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,135,309","414,313,956"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,135,085","414,314,429"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,134,836","414,314,876"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,134,563","414,315,373"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,134,314","414,315,796"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,134,140","414,316,219"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,133,866","414,316,691"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,133,643","414,317,089"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,133,419","414,317,562"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,133,195","414,317,959"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,132,921","414,318,407"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,132,673","414,318,879"
ESPECIE ARBUSTO,ALTURA,TIPOLOGÍA,UG,BARRIO,,DISTRITO,ELEMENTO,FECHAPLANT,CMARRAS,X,Y
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,132,511","414,319,290"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,132,275","414,319,601"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,132,051","414,319,998"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,131,827","414,320,421"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,131,579","414,320,869"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,131,355","414,321,341"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,131,081","414,321,814"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,130,932","414,322,162"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,130,708","414,322,634"
"Bouganvillea
spectabilis",30,Plaza o Jardín,"SECTOR 11 (Fernanda Calado Rosales),
PLAZA ARBOLADA",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,130,460","414,323,057"
"Bouganvillea
spectabilis",20,,Z.V. Jardines de Hércules,BELLAVISTA,,Bellavista-La Palmera,Arbusto,,0,"23,712,346","413,597,138"
"Bouganvillea
spectabilis",18,Jardinería Asociada a Viario,Z.V. Avenida de Grecia,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,564,043","413,806,969"
"Bouganvillea
spectabilis",12,Jardinería Asociada a Viario,Z.V. Avenida de Grecia,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,564,210","413,806,862"
"Bouganvillea
spectabilis",12,Jardinería Asociada a Viario,Z.V. Avenida de Grecia,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,564,120","413,806,793"
"Bouganvillea
spectabilis",25,Plaza o Jardín,Z.V. Plaza Juan XXIII,JUAN XXIII,,Cerro-Amate,Arbusto,,0,"23,878,045","414,068,146"
