ESPECIE ARBUSTO,ALTURA,TIPOLOGÍA,UG,BARRIO,,DISTRITO,ELEMENTO,FECHAPLANT,CMARRAS,X,Y
"Ligustrum
ovalifolium",05,Plaza o Jardín,Z.V. Puerto de la Mora,ROCHELAMBERT,,Cerro-Amate,Arbusto,,0,"23,839,442","414,041,464"
"Ligustrum
ovalifolium",16,Parque Urbano,Z.V. Parque Celestino Mutis,POLIGONO SUR,,Sur,Arbusto,,0,"23,677,439","413,956,530"
"Ligustrum
ovalifolium",11,Jardinería Asociada a Viario,Z.V. Avenida de Grecia,EL CANO-BERMEJALES,,Bellavista-La Palmera,Arbusto,,0,"23,563,942","413,806,693"
"Ligustrum
ovalifolium",17,Plaza o Jardín,DOCTOR JOSÉ M¬ BEDOYA,HUERTA DE LA SALUD,,Sur,Arbusto,,0,"23,594,740","414,104,011"
"Ligustrum
ovalifolium",15,Plaza o Jardín,DOCTOR JOSÉ M¬ BEDOYA,HUERTA DE LA SALUD,,Sur,Arbusto,,0,"23,595,054","414,104,880"
"Ligustrum
ovalifolium",15,Plaza o Jardín,"Z.V. General Palanca y Nucleo residencial
Ruiz de Toledo",GIRALDA SUR,,Sur,Arbusto,,0,"23,650,441","414,047,261"
"Ligustrum
ovalifolium",15,Plaza o Jardín,"Z.V. General Palanca y Nucleo residencial
Ruiz de Toledo",GIRALDA SUR,,Sur,Arbusto,,0,"23,650,018","414,046,847"
ESPECIE ARBUSTO,ALTURA,TIPOLOGÍA,UG,BARRIO,,DISTRITO,ELEMENTO,FECHAPLANT,CMARRAS,X,Y
"Ligustrum
ovalifolium",20,Plaza o Jardín,"Z.V. General Palanca y Nucleo residencial
Ruiz de Toledo",GIRALDA SUR,,Sur,Arbusto,,0,"23,653,440","414,042,698"
"Ligustrum
ovalifolium",35,Plaza o Jardín,Z.V. Alcalde Isacio Contreras,LA FLORIDA,,Nervión,Arbusto,,0,"23,580,865","414,198,859"
"Ligustrum
ovalifolium",10,Arbolado Viario,DON JUAN,SANTA CLARA,,San Pablo-Santa Justa,Arbusto,,0,"23,904,025","414,343,477"
"Ligustrum
ovalifolium",20,Parque o Jardín Histórico,Parque de María Luisa,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,548,607","414,060,009"
"Ligustrum
ovalifolium",20,Parque o Jardín Histórico,Parque de María Luisa,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,524,874","414,084,520"
"Ligustrum
ovalifolium",16,Plaza o Jardín,"JOSÉ LUIS VILA, JARDINES PLAZA",FERIA,,Casco Antiguo,Arbusto,,0,"23,538,518","414,323,634"
"Ligustrum
ovalifolium",11,Plaza o Jardín,PZ PILATOS,SAN BARTOLOME,,Casco Antiguo,Arbusto,,0,"23,554,808","414,232,446"
"Ligustrum
ovalifolium",18,Plaza o Jardín,PZ PILATOS,SAN BARTOLOME,,Casco Antiguo,Arbusto,,0,"23,554,304","414,231,197"
"Ligustrum
ovalifolium",13,Plaza o Jardín,PZ PILATOS,SAN BARTOLOME,,Casco Antiguo,Arbusto,,0,"23,556,504","414,230,980"
"Ligustrum
ovalifolium",19,Parque Urbano,Z.V. Jardines de Don Otilio,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,439,193","414,079,609"
"Ligustrum
ovalifolium",,Parque Urbano,z.v. Jardines Manuel Arellano,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,487,285","414,074,315"
"Ligustrum
ovalifolium",15,Parque o Jardín Histórico,Jardín de las Delicias,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,519,049","414,028,997"
"Ligustrum
ovalifolium",15,Parque o Jardín Histórico,Jardín de las Delicias,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,520,432","414,027,890"
"Ligustrum
ovalifolium",15,Parque o Jardín Histórico,Jardín de las Delicias,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,518,870","414,032,565"
"Ligustrum
ovalifolium",15,Parque o Jardín Histórico,Jardín de las Delicias,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,518,902","414,029,559"
"Ligustrum
ovalifolium",15,Parque o Jardín Histórico,Jardín de las Delicias,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,518,537","414,030,696"
"Ligustrum
ovalifolium",15,Parque o Jardín Histórico,Jardín de las Delicias,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,518,427","414,031,529"
"Ligustrum
ovalifolium",15,Parque o Jardín Histórico,Jardín de las Delicias,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,519,081","414,032,995"
"Ligustrum
ovalifolium",15,Parque o Jardín Histórico,Jardín de las Delicias,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,519,328","414,033,427"
"Ligustrum
ovalifolium",15,Parque o Jardín Histórico,Jardín de las Delicias,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,519,829","414,034,316"
"Ligustrum
ovalifolium",15,Parque o Jardín Histórico,Jardín de las Delicias,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,520,269","414,035,261"
"Ligustrum
ovalifolium",15,Parque o Jardín Histórico,Jardín de las Delicias,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,521,034","414,036,779"
"Ligustrum
ovalifolium",15,Parque o Jardín Histórico,Jardín de las Delicias,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,521,260","414,037,253"
"Ligustrum
ovalifolium",15,Parque o Jardín Histórico,Jardín de las Delicias,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,520,791","414,036,310"
"Ligustrum
ovalifolium",15,Parque o Jardín Histórico,Jardín de las Delicias,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,521,946","414,038,312"
"Ligustrum
ovalifolium",15,Parque o Jardín Histórico,Jardín de las Delicias,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,522,155","414,027,165"
"Ligustrum
ovalifolium",15,Parque o Jardín Histórico,Jardín de las Delicias,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,519,708","414,028,301"
"Ligustrum
ovalifolium",12,Plaza o Jardín,"Plaza de los Refinadores (Medios
Propios)",SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,549,285","414,182,844"
"Ligustrum
ovalifolium",12,Plaza o Jardín,"Plaza de los Refinadores (Medios
Propios)",SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,549,030","414,182,643"
"Ligustrum
ovalifolium",12,Plaza o Jardín,"Plaza de los Refinadores (Medios
Propios)",SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,548,855","414,182,871"
"Ligustrum
ovalifolium",12,Plaza o Jardín,"Plaza de los Refinadores (Medios
Propios)",SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,549,099","414,183,072"
"Ligustrum
ovalifolium",20,Parque o Jardín Histórico,Jardines de Murillo,SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,550,726","414,180,329"
"Ligustrum
ovalifolium",15,Parque o Jardín Histórico,Jardines de Murillo,SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,549,899","414,176,488"
"Ligustrum
ovalifolium",15,Parque o Jardín Histórico,Jardines de Murillo,SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,546,778","414,176,766"
ESPECIE ARBUSTO,ALTURA,TIPOLOGÍA,UG,BARRIO,,DISTRITO,ELEMENTO,FECHAPLANT,CMARRAS,X,Y
"Ligustrum
ovalifolium",15,Parque o Jardín Histórico,Jardines de Murillo,SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,547,269","414,171,426"
"Ligustrum
ovalifolium",10,Parque o Jardín Histórico,Jardines de Murillo,SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,548,590","414,168,537"
"Ligustrum
ovalifolium",15,Parque o Jardín Histórico,Jardines de Murillo,SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,548,479","414,173,940"
"Ligustrum
ovalifolium",20,Parque o Jardín Histórico,Jardines de Murillo,SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,546,458","414,168,649"
"Ligustrum
ovalifolium",15,Parque o Jardín Histórico,Jardines de Murillo,SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,550,688","414,179,183"
Ligustrum sinensis,18,Arbolado Viario,DON JUAN,SANTA CLARA,,San Pablo-Santa Justa,Arbusto,,0,"23,894,616","414,357,439"
Ligustrum sinensis,17,Arbolado Viario,DON JUAN,SANTA CLARA,,San Pablo-Santa Justa,Arbusto,,0,"23,894,431","414,357,717"
Ligustrum sinensis,17,Arbolado Viario,DON JUAN,SANTA CLARA,,San Pablo-Santa Justa,Arbusto,,0,"23,894,192","414,358,110"
Ligustrum sp,10,Arbolado Viario,BALTASAR DE ALCAZAR,LA CORZA,,San Pablo-Santa Justa,Arbusto,,0,"23,754,153","414,369,272"
Ligustrum sp,08,Arbolado Viario,CARRETERA DE CARMONA,LA CORZA,,San Pablo-Santa Justa,Arbusto,,0,"23,754,326","414,369,612"
Ligustrum sp,10,Arbolado Viario,CARRETERA DE CARMONA,LA CORZA,,San Pablo-Santa Justa,Arbusto,,0,"23,754,738","414,369,755"
Ligustrum sp,12,Arbolado Viario,LICENCIADO CALDERA,LA CORZA,,San Pablo-Santa Justa,Arbusto,,0,"23,749,600","414,365,965"
Ligustrum sp,20,Parque Urbano,Z.V. Jardines de Manuel Ferrand,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,477,204","414,070,192"
Ligustrum vulgare,10,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,390,622","414,312,642"
"Lonicera
caprifolium",04,Parque Periurbano,JARDINES DEL GUADALQUIVIR,TRIANA OESTE,,Triana,Arbusto,,0,"23,427,369","414,384,634"
"Lonicera
caprifolium",18,Medianas y Glorietas,"Ciencias (Las), Avenida",COLORES-ENTREPARQUES,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,151,735","414,226,261"
"Lonicera
caprifolium",09,Parque Periurbano,JARDINES DEL GUADALQUIVIR,TRIANA OESTE,,Triana,Arbusto,,0,"23,427,488","414,385,219"
"Lonicera
caprifolium",04,Parque Periurbano,JARDINES DEL GUADALQUIVIR,TRIANA OESTE,,Triana,Arbusto,,0,"23,428,042","414,384,331"
Lonicera implexa,30,Parque o Jardín Histórico,Z.V. Parque de la Buhaira,LA BUHAIRA,,Nervión,Arbusto,,0,"23,633,083","414,153,604"
Lonicera implexa,30,Parque o Jardín Histórico,Z.V. Parque de la Buhaira,LA BUHAIRA,,Nervión,Arbusto,,0,"23,633,042","414,153,354"
Lonicera japonica,20,Parque Urbano,"VIRGEN SANTA MARÍA DEL MAR,
JARDINES",CISNEO ALTO-SANTA MARIA DE GRACIA,,Macarena,Arbusto,,0,"23,690,869","414,377,902"
Lonicera japonica,10,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,405,946","414,327,705"
Lonicera japonica,24,Parque Periurbano,Parque Infanta Elena,"PALACIO DE CONGRESOS-URBADIEZ-
ENTREPUENTES",,Este-Alcosa-Torreblanca,Arbusto,,0,"24,021,525","414,292,144"
Lonicera japonica,30,Parque Periurbano,JARDINES DEL GUADALQUIVIR,TRIANA OESTE,,Triana,Arbusto,,0,"23,429,545","414,367,379"
Lonicera japonica,40,Parque Urbano,Z.V. Parque de la Música,LA PLATA,,Cerro-Amate,Arbusto,,0,"23,868,095","413,976,410"
Lonicera japonica,40,Parque Urbano,Z.V. Parque de la Música,LA PLATA,,Cerro-Amate,Arbusto,,0,"23,870,201","413,980,346"
Lonicera japonica,40,Parque Urbano,Z.V. Parque de la Música,LA PLATA,,Cerro-Amate,Arbusto,,0,"23,870,041","413,979,916"
Lonicera japonica,07,Jardinería Asociada a Viario,Z.V. Juan Carvallo,ROCHELAMBERT,,Cerro-Amate,Arbusto,,0,"23,845,803","414,080,948"
Lonicera japonica,10,Parque Urbano,Parque Miraflores I,EL GORDILLO,,Norte,Arbusto,,0,"23,794,206","414,505,276"
Lonicera japonica,30,Parque o Jardín Histórico,Z.V. Parque de la Buhaira,LA BUHAIRA,,Nervión,Arbusto,,0,"23,627,697","414,146,722"
Lonicera japonica,30,Parque o Jardín Histórico,Z.V. Parque de la Buhaira,LA BUHAIRA,,Nervión,Arbusto,,0,"23,627,752","414,147,209"
Lonicera japonica,30,Parque o Jardín Histórico,Z.V. Parque de la Buhaira,LA BUHAIRA,,Nervión,Arbusto,,0,"23,627,835","414,148,563"
Lonicera japonica,,Parque o Jardín Histórico,Z.V. Parque de la Buhaira,LA BUHAIRA,,Nervión,Arbusto,,0,"23,627,865","414,149,026"
Lonicera japonica,,Parque o Jardín Histórico,Z.V. Parque de la Buhaira,LA BUHAIRA,,Nervión,Arbusto,,0,"23,627,958","414,149,465"
ESPECIE ARBUSTO,ALTURA,TIPOLOGÍA,UG,BARRIO,,DISTRITO,ELEMENTO,FECHAPLANT,CMARRAS,X,Y
Lonicera japonica,,Parque o Jardín Histórico,Z.V. Parque de la Buhaira,LA BUHAIRA,,Nervión,Arbusto,,0,"23,627,978","414,149,835"
Lonicera japonica,,Parque o Jardín Histórico,Z.V. Parque de la Buhaira,LA BUHAIRA,,Nervión,Arbusto,,0,"23,628,014","414,150,213"
Lonicera japonica,,Parque o Jardín Histórico,Z.V. Parque de la Buhaira,LA BUHAIRA,,Nervión,Arbusto,,0,"23,628,081","414,150,581"
Lonicera japonica,25,Parque Urbano,"TORRE  PERDIGONES,PARQUE","DOCTOR BARRAQUER-GRUPO RENFE-
POLICLINICO",,Macarena,Arbusto,,0,"23,499,174","414,388,050"
Lonicera japonica,25,Parque Urbano,"TORRE  PERDIGONES,PARQUE","DOCTOR BARRAQUER-GRUPO RENFE-
POLICLINICO",,Macarena,Arbusto,,0,"23,499,855","414,387,851"
Lonicera japonica,25,Parque Urbano,"TORRE  PERDIGONES,PARQUE","DOCTOR BARRAQUER-GRUPO RENFE-
POLICLINICO",,Macarena,Arbusto,,0,"23,497,311","414,388,479"
Lonicera japonica,25,Parque Urbano,"TORRE  PERDIGONES,PARQUE","DOCTOR BARRAQUER-GRUPO RENFE-
POLICLINICO",,Macarena,Arbusto,,0,"23,496,246","414,388,700"
Lonicera japonica,20,Parque Urbano,"TORRE  PERDIGONES,PARQUE","DOCTOR BARRAQUER-GRUPO RENFE-
POLICLINICO",,Macarena,Arbusto,,0,"23,510,869","414,389,099"
Lonicera japonica,40,Parque Urbano,"TORRE  PERDIGONES,PARQUE","DOCTOR BARRAQUER-GRUPO RENFE-
POLICLINICO",,Macarena,Arbusto,,0,"23,510,967","414,389,665"
Lonicera japonica,20,Parque Urbano,"TORRE  PERDIGONES,PARQUE","DOCTOR BARRAQUER-GRUPO RENFE-
POLICLINICO",,Macarena,Arbusto,,0,"23,511,147","414,390,802"
Lonicera japonica,25,Parque Urbano,"TORRE  PERDIGONES,PARQUE","DOCTOR BARRAQUER-GRUPO RENFE-
POLICLINICO",,Macarena,Arbusto,,0,"23,511,047","414,390,191"
Lonicera japonica,,Parque Urbano,Z.V. Parque Ranilla (Antigua cárcel),NERVION,,Nervión,Arbusto,,0,"23,776,112","414,187,123"
Lonicera japonica,,Parque Urbano,Z.V. Parque Ranilla (Antigua cárcel),NERVION,,Nervión,Arbusto,,0,"23,775,512","414,182,524"
Lonicera japonica,,Parque Urbano,Z.V. Parque Ranilla (Antigua cárcel),NERVION,,Nervión,Arbusto,,0,"23,775,164","414,180,129"
Lonicera japonica,,Parque Urbano,Z.V. Parque Ranilla (Antigua cárcel),NERVION,,Nervión,Arbusto,,0,"23,775,099","414,179,207"
Lonicera japonica,,Parque Urbano,Z.V. Parque Ranilla (Antigua cárcel),NERVION,,Nervión,Arbusto,,0,"23,774,755","414,176,467"
Lonicera japonica,,Parque Urbano,Z.V. Parque Ranilla (Antigua cárcel),NERVION,,Nervión,Arbusto,,0,"23,774,489","414,174,408"
Lonicera japonica,,Parque Urbano,Z.V. Parque Ranilla (Antigua cárcel),NERVION,,Nervión,Arbusto,,0,"23,774,200","414,173,385"
Lonicera japonica,,Parque Urbano,Z.V. Parque Ranilla (Antigua cárcel),NERVION,,Nervión,Arbusto,,0,"23,775,063","414,172,651"
Lonicera japonica,,Parque Urbano,Z.V. Parque Ranilla (Antigua cárcel),NERVION,,Nervión,Arbusto,,0,"23,775,939","414,172,549"
Lonicera japonica,,Parque Urbano,Z.V. Parque Ranilla (Antigua cárcel),NERVION,,Nervión,Arbusto,,0,"23,780,217","414,172,121"
Lonicera japonica,,Parque Urbano,Z.V. Parque Ranilla (Antigua cárcel),NERVION,,Nervión,Arbusto,,0,"23,786,328","414,171,386"
Lonicera japonica,,Parque Urbano,Z.V. Parque Ranilla (Antigua cárcel),NERVION,,Nervión,Arbusto,,0,"23,788,164","414,171,081"
Lonicera sp,15,Parque o Jardín Histórico,Jardines de Murillo,SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,545,732","414,169,183"
Lonicera sp,10,Parque o Jardín Histórico,Parque de María Luisa,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,534,183","414,028,878"
Lonicera sp,20,Parque Urbano,Z.V. Jardines del Prado de San Sebastián,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,569,158","414,120,796"
Lonicera sp,20,Parque Urbano,Z.V. Jardines del Prado de San Sebastián,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,569,332","414,121,215"
Lonicera sp,20,Arbolado Viario,"CARLOS V,AV",EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,569,781","414,121,072"
Lonicera sp,20,Parque Urbano,Z.V. Jardines del Prado de San Sebastián,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,568,944","414,121,368"
"Magnolia
grandiflora",16,Parque Periurbano,JARDINES DEL GUADALQUIVIR,TRIANA OESTE,,Triana,Arbusto,,0,"23,431,525","414,371,362"
"Magnolia
grandiflora",14,Parque Periurbano,JARDINES DEL GUADALQUIVIR,TRIANA OESTE,,Triana,Arbusto,,0,"23,432,888","414,371,575"
"Magnolia
grandiflora",13,Parque Periurbano,JARDINES DEL GUADALQUIVIR,TRIANA OESTE,,Triana,Arbusto,,0,"23,431,513","414,370,852"
"Magnolia
grandiflora",07,Medianas y Glorietas,PZ CUBA,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,462,415","414,120,897"
"Magnolia
grandiflora",14,Medianas y Glorietas,PZ CUBA,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,462,490","414,121,104"
ESPECIE ARBUSTO,ALTURA,TIPOLOGÍA,UG,BARRIO,,DISTRITO,ELEMENTO,FECHAPLANT,CMARRAS,X,Y
"Magnolia
grandiflora",13,Medianas y Glorietas,PZ CUBA,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,462,440","414,121,385"
Mahonia sp,10,Parque o Jardín Histórico,Jardines de Murillo,SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,549,863","414,175,408"
Mahonia sp,10,Parque o Jardín Histórico,Jardines de Murillo,SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,549,613","414,175,421"
"Malvaliscus
arboreus",12,,RUPERTO CHAPI GLORIETA,CIUDAD JARDIN,,Nervión,Arbusto,,0,"23,783,623","414,080,573"
"Malvaliscus
arboreus",12,Plaza o Jardín,Z.V. Puerto de la Mora,ROCHELAMBERT,,Cerro-Amate,Arbusto,,0,"23,838,586","414,039,677"
"Malvaliscus
arboreus",12,Plaza o Jardín,Z.V. Puerto de la Mora,ROCHELAMBERT,,Cerro-Amate,Arbusto,,0,"23,838,634","414,039,821"
"Malvaliscus
arboreus",05,Plaza o Jardín,Z.V. Puerto de la Mora,ROCHELAMBERT,,Cerro-Amate,Arbusto,,0,"23,838,729","414,040,082"
"Malvaliscus
arboreus",10,Plaza o Jardín,Z.V. Puerto de la Mora,ROCHELAMBERT,,Cerro-Amate,Arbusto,,0,"23,842,045","414,038,485"
"Malvaliscus
arboreus",10,Plaza o Jardín,Z.V. Puerto de la Mora,ROCHELAMBERT,,Cerro-Amate,Arbusto,,0,"23,842,240","414,039,007"
"Malvaliscus
arboreus",30,Parque Urbano,Z.V. Parque Pirineos Santo Domingo,HUERTA DEL PILAR,,Nervión,Arbusto,,0,"23,662,483","414,170,224"
"Malvaliscus
arboreus",30,Parque Urbano,Z.V. Parque Pirineos Santo Domingo,HUERTA DEL PILAR,,Nervión,Arbusto,,0,"23,664,067","414,163,637"
"Malvaliscus
arboreus",20,Parque o Jardín Histórico,Parque de María Luisa,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,528,508","414,101,644"
"Malvaliscus
arboreus",12,Medianas y Glorietas,"GLORIETA DOCTOR JUAN BERMUDO DE
LA ROSA",POLIGONO SUR,,Sur,Arbusto,,0,"23,660,512","413,930,341"
"Malvaliscus
arboreus",12,Medianas y Glorietas,"GLORIETA DOCTOR JUAN BERMUDO DE
LA ROSA",POLIGONO SUR,,Sur,Arbusto,,0,"23,661,015","413,930,123"
"Malvaliscus
arboreus",12,Medianas y Glorietas,"GLORIETA DOCTOR JUAN BERMUDO DE
LA ROSA",POLIGONO SUR,,Sur,Arbusto,,0,"23,661,294","413,929,407"
"Malvaliscus
arboreus",12,Medianas y Glorietas,"GLORIETA DOCTOR JUAN BERMUDO DE
LA ROSA",POLIGONO SUR,,Sur,Arbusto,,0,"23,660,815","413,929,177"
"Malvaliscus
arboreus",12,Medianas y Glorietas,"GLORIETA DOCTOR JUAN BERMUDO DE
LA ROSA",POLIGONO SUR,,Sur,Arbusto,,0,"23,660,700","413,929,801"
"Malvaliscus
arboreus",12,Medianas y Glorietas,"GLORIETA DOCTOR JUAN BERMUDO DE
LA ROSA",POLIGONO SUR,,Sur,Arbusto,,0,"23,660,154","413,929,826"
"Malvaliscus
arboreus",12,Medianas y Glorietas,"GLORIETA DOCTOR JUAN BERMUDO DE
LA ROSA",POLIGONO SUR,,Sur,Arbusto,,0,"23,660,458","413,929,371"
"Malvaliscus
arboreus",10,Parque Urbano,Parque de Amate,"SANTA AURELIA-CANTABRICO-ATLANTICO-
LA ROMERIA",,Cerro-Amate,Arbusto,,0,"23,897,842","414,097,250"
"Malvaliscus
arboreus",25,Jardinería Asociada a Viario,Paseo de Colón,SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,473,250","414,156,137"
"Malvaliscus
arboreus",10,Parque o Jardín Histórico,Jardines de Murillo,SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,537,269","414,147,967"
"Malvaliscus
arboreus",15,Parque o Jardín Histórico,Jardines de Murillo,SANTA CRUZ,,Casco Antiguo,Arbusto,,0,"23,551,722","414,178,857"
"Malvaliscus
arboreus",25,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,394,577","414,315,905"
"Malvaliscus
arboreus",18,Parque Urbano,z.v. Jardines Manuel Arellano,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,485,274","414,074,616"
"Malvaliscus
arboreus",13,Parque Urbano,z.v. Jardines Manuel Arellano,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,487,045","414,073,569"
"Malvaliscus
arboreus",11,Parque Urbano,z.v. Jardines Manuel Arellano,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,487,057","414,073,377"
"Malvaliscus
arboreus",20,Parque o Jardín Histórico,Jardín de las Delicias,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,516,823","414,031,830"
"Malvaliscus
arboreus",10,Parque o Jardín Histórico,Jardines Glorieta Goya,EL PRADO-PARQUE MARIA LUISA,,Sur,Arbusto,,0,"23,544,225","414,107,484"
"Malvaliscus
arboreus",20,Plaza o Jardín,"DEL COLLAO, JARDINES PLAZA",PARQUE ALCOSA-JARDINES DEL EDEN,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,101,447","414,433,353"
"Malvaliscus
arboreus",20,Plaza o Jardín,"DEL COLLAO, JARDINES PLAZA",PARQUE ALCOSA-JARDINES DEL EDEN,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,104,543","414,431,529"
"Malvaliscus
arboreus",22,Arbolado Viario,"Turia, Avenida",PARQUE ALCOSA-JARDINES DEL EDEN,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,088,721","414,422,198"
"Malvaliscus
arboreus",31,Plaza o Jardín,"DEL OBRADOIRO, JARDINES PLAZA",PARQUE ALCOSA-JARDINES DEL EDEN,,Este-Alcosa-Torreblanca,Arbusto,,0,"24,124,066","414,415,618"
"Malvaliscus
arboreus",10,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,380,747","414,300,766"
ESPECIE ARBUSTO,ALTURA,TIPOLOGÍA,UG,BARRIO,,DISTRITO,ELEMENTO,FECHAPLANT,CMARRAS,X,Y
"Malvaliscus
arboreus",24,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,399,728","414,333,970"
"Malvaliscus
arboreus",24,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,399,647","414,333,789"
"Malvaliscus
arboreus",24,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,399,565","414,333,611"
"Malvaliscus
arboreus",15,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,410,394","414,335,650"
"Malvaliscus
arboreus",15,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,410,297","414,335,215"
"Malvaliscus
arboreus",15,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,410,070","414,334,992"
"Malvaliscus
arboreus",15,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,409,773","414,334,812"
"Malvaliscus
arboreus",15,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,409,414","414,334,746"
"Malvaliscus
arboreus",15,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,409,534","414,335,151"
"Malvaliscus
arboreus",15,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,409,846","414,335,241"
"Malvaliscus
arboreus",15,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,410,074","414,335,483"
"Malvaliscus
arboreus",15,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,409,683","414,335,542"
"Malvaliscus
arboreus",15,Parque Periurbano,JARDIN AMERICANO,TRIANA OESTE,,Triana,Arbusto,,0,"23,409,067","414,335,041"
"Malvaliscus
arboreus",10,Parque Urbano,z.v. Jardines Manuel Arellano,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,487,458","414,072,108"
"Malvaliscus
arboreus",10,Parque Urbano,z.v. Jardines Manuel Arellano,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,487,692","414,071,994"
"Malvaliscus
arboreus",10,Parque Urbano,z.v. Jardines Manuel Arellano,LOS REMEDIOS,,Los Remedios,Arbusto,,0,"23,487,578","414,072,224"
