,Especie,Parque,Tipologia,Barrio,Distrito,Elemento,X,Y,Porte,origen,importancia_polinizadores,notas,FRUTOs
148,Acanthus mollis,Z.V. Parque de la Buhaira,Parque o Jardín Histórico,LA BUHAIRA,Nervión,Arbusto,"23,615,495","414,148,355",arbusto,nativa,media,,
149,Acanthus mollis,Z.V. Parque de la Buhaira,Parque o Jardín Histórico,LA BUHAIRA,Nervión,Arbusto,"23,611,914","414,142,241",arbusto,nativa,media,,
150,Acanthus mollis,"ENCINA DEL REY, JARDINES PLAZA",Plaza o Jardín,PARQUE ALCOSA-JARDINES DEL EDEN,Este-Alcosa-Torreblanca,Arbusto,"24,148,271","414,422,438",arbusto,nativa,media,,
151,Acanthus mollis,Z.V. Parque de la Buhaira,Parque o Jardín Histórico,LA BUHAIRA,Nervión,Arbusto,"23,615,529","414,148,673",arbusto,nativa,media,,
152,Acanthus mollis,Z.V. Parque de la Buhaira,Parque o Jardín Histórico,LA BUHAIRA,Nervión,Arbusto,"23,615,574","414,148,980",arbusto,nativa,media,,
153,Acanthus mollis,Z.V. Parque Cavestany,Parque Urbano,LA CALZADA,Nervión,Arbusto,"23,626,878","414,236,379",arbusto,nativa,media,,
154,Acanthus mollis,"ENCINA DEL REY, JARDINES PLAZA",Plaza o Jardín,PARQUE ALCOSA-JARDINES DEL EDEN,Este-Alcosa-Torreblanca,Arbusto,"24,155,180","414,418,817",arbusto,nativa,media,,
155,Acer campestre,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,537,059","414,622,692",arbol,nativa,nula,,
156,Acer campestre,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,537,914","414,621,580",arbol,nativa,nula,,
157,Acer campestre,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,537,158","414,623,490",arbol,nativa,nula,,
158,Acer campestre,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,538,612","414,621,580",arbol,nativa,nula,,
159,Acer campestre,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,537,964","414,622,427",arbol,nativa,nula,,
160,Acer campestre,Parque San Jerónimo I y II,Parque Periurbano,LA BACHILLERA,Norte,Árbol Zona Verde,"23,536,320","414,623,830",arbol,nativa,nula,,
161,Acer negundo,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Árbol Zona Verde,"23,543,906","414,152,367",arbol,exotica,nula,,
162,Acer negundo,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Árbol Zona Verde,"23,544,581","414,153,733",arbol,exotica,nula,,
163,Acer negundo,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Árbol Zona Verde,"23,544,354","414,153,286",arbol,exotica,nula,,
164,Acokanthera spectabilis,Parque de María Luisa,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,528,648","414,051,512",arbusto,exotica,media,,
165,Adhatoda basica,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,553,313","414,180,326",arbusto,exotica,media,,
166,Adhatoda basica,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,537,159","414,147,736",arbusto,exotica,media,,
167,Adhatoda basica,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,536,221","414,145,855",arbusto,exotica,media,,
168,Adhatoda basica,Parque de Amate,Parque Urbano,SANTA AURELIA-CANTABRICO-ATLANTICO- LA ROMERIA,Cerro-Amate,Arbusto,"23,942,212","414,134,972",arbusto,exotica,media,,
169,Adhatoda basica,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,550,974","414,181,469",arbusto,exotica,media,,
170,Adhatoda basica,Parque de María Luisa,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,549,031","414,041,459",arbusto,exotica,media,,
171,Adhatoda basica,Parque de Amate,Parque Urbano,SANTA AURELIA-CANTABRICO-ATLANTICO- LA ROMERIA,Cerro-Amate,Arbusto,"23,942,164","414,135,392",arbusto,exotica,media,,
172,Adhatoda basica,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,535,435","414,144,377",arbusto,exotica,media,,
173,Adhatoda basica,Parque de Amate,Parque Urbano,SANTA AURELIA-CANTABRICO-ATLANTICO- LA ROMERIA,Cerro-Amate,Arbusto,"23,942,008","414,134,277",arbusto,exotica,media,,
174,Adhatoda basica,Jardines Glorieta Goya,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,543,929","414,107,554",arbusto,exotica,media,,
175,Adhatoda basica,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,534,987","414,143,406",arbusto,exotica,media,,
176,Adhatoda basica,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,544,307","414,175,455",arbusto,exotica,media,,
177,Adhatoda basica,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,538,115","414,149,762",arbusto,exotica,media,,
178,Adhatoda basica,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,542,554","414,158,604",arbusto,exotica,media,,
179,Adhatoda basica,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,553,118","414,179,934",arbusto,exotica,media,,
180,Adhatoda basica,Parque de María Luisa,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,549,248","414,041,352",arbusto,exotica,media,,
181,Adhatoda basica,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,549,165","414,176,113",arbusto,exotica,media,,
182,Adhatoda basica,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,550,545","414,180,742",arbusto,exotica,media,,
183,Adhatoda basica,Jardines de Murillo,Parque o Jardín Histórico,SANTA CRUZ,Casco Antiguo,Arbusto,"23,537,576","414,148,582",arbusto,exotica,media,,
184,Adhatoda basica,Parque de Amate,Parque Urbano,SANTA AURELIA-CANTABRICO-ATLANTICO- LA ROMERIA,Cerro-Amate,Arbusto,"23,941,531","414,142,376",arbusto,exotica,media,,
185,Adhatoda basica,Jardines Glorieta Goya,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,543,731","414,107,264",arbusto,exotica,media,,
186,Adhatoda basica,Parque de María Luisa,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,535,038","414,039,421",arbusto,exotica,media,,
187,Adhatoda basica,Parque de María Luisa,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,524,944","414,081,925",arbusto,exotica,media,,
188,Adhatoda basica,Parque de María Luisa,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,524,646","414,082,113",arbusto,exotica,media,,
189,Adhatoda basica,Parque de María Luisa,Parque o Jardín Histórico,EL PRADO-PARQUE MARIA LUISA,Sur,Arbusto,"23,532,077","414,035,944",arbusto,exotica,media,,
190,Agapanthus africanus,Avenida Expo 92,Medianas y Glorietas,TRIANA OESTE,Triana,Arbusto,"23,320,401","414,231,771",arbusto,exotica,baja,,
191,Agapanthus africanus,"PEDRO SANTOS GóMEZ, JARDINES PLAZA",Plaza o Jardín,TRIANA OESTE,Triana,Arbusto,"23,335,492","414,220,914",arbusto,exotica,baja,,
192,Agapanthus africanus,Avenida Expo 92,Medianas y Glorietas,TRIANA OESTE,Triana,Arbusto,"23,320,093","414,231,636",arbusto,exotica,baja,,
193,Agapanthus praecox,"LOS LUCEROS, JARDINES PLAZA",Plaza o Jardín,PARQUE ALCOSA-JARDINES DEL EDEN,Este-Alcosa-Torreblanca,Arbusto,"24,093,267","414,417,999",arbusto,exotica,baja,,
194,Agave americana,Z.V. Jardines de Hércules,,BELLAVISTA,Bellavista-La Palmera,Arbusto,"23,709,030","413,582,595",arbusto,exotica,baja,,
195,Agave americana,Z.V. Jardines de Hércules,,BELLAVISTA,Bellavista-La Palmera,Arbusto,"23,708,923","413,583,121",arbusto,exotica,baja,,
196,Agave americana,CL RONDA DE CIRCUNVALACIóN SE-30,Sin Recepcionar,TRIANA OESTE,Triana,Arbusto,"23,496,877","414,494,628",arbusto,exotica,baja,,
197,Agave americana,CL AMERICO VESPUCIO,Arbolado Viario,TRIANA OESTE,Triana,Arbusto,"23,437,071","414,483,779",arbusto,exotica,baja,,
198,Agave americana,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS-URBADIEZ- ENTREPUENTES,Este-Alcosa-Torreblanca,Arbusto,"24,007,560","414,311,956",arbusto,exotica,baja,,
199,Agave americana,PUEBLO PALESTINO JARDINES PLAZA,Plaza o Jardín,LOS PRINCIPES-LA FONTANILLA,Macarena,Arbusto,"23,648,250","414,456,229",arbusto,exotica,baja,,
200,Agave americana,"DEL VALLE, JARDINES",Parque Urbano,SANTA CATALINA,Casco Antiguo,Arbusto,"23,595,674","414,296,802",arbusto,exotica,baja,,
201,Agave americana,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS-URBADIEZ- ENTREPUENTES,Este-Alcosa-Torreblanca,Arbusto,"24,007,672","414,311,803",arbusto,exotica,baja,,
202,Agave americana,Z.V. Jardines de Hércules,,BELLAVISTA,Bellavista-La Palmera,Arbusto,"23,712,040","413,578,607",arbusto,exotica,baja,,
203,Agave americana,FRAY MARCOS DE NIZA,Arbolado Viario,SANTA CLARA,San Pablo-Santa Justa,Arbusto,"23,849,474","414,366,797",arbusto,exotica,baja,,
204,Agave americana,"URBANIZACIóN P-7 (PINO MONTANO), PARQUE",Parque Urbano,BARRIADA PINO MONTANO,Norte,Arbusto,"23,704,117","414,626,432",arbusto,exotica,baja,,
205,Agave americana,"URBANIZACIóN P-7 (PINO MONTANO), PARQUE",Parque Urbano,BARRIADA PINO MONTANO,Norte,Arbusto,"23,704,430","414,625,897",arbusto,exotica,baja,,
206,Agave americana,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS-URBADIEZ- ENTREPUENTES,Este-Alcosa-Torreblanca,Arbusto,"24,007,320","414,311,751",arbusto,exotica,baja,,
207,Agave americana,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS-URBADIEZ- ENTREPUENTES,Este-Alcosa-Torreblanca,Arbusto,"24,027,978","414,233,306",arbusto,exotica,baja,,
208,Agave americana,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,396,979","414,326,273",arbusto,exotica,baja,,
209,Agave americana,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS-URBADIEZ- ENTREPUENTES,Este-Alcosa-Torreblanca,Arbusto,"24,028,240","414,230,294",arbusto,exotica,baja,,
210,Agave americana,Parque Miraflores I,Parque Urbano,AEROPUERTO VIEJO,Norte,Arbusto,"23,783,523","414,484,275",arbusto,exotica,baja,,
211,Agave americana,VILLAS DE CUBA (LAS),Arbolado Viario,SANTA CLARA,San Pablo-Santa Justa,Arbusto,"23,848,812","414,396,333",arbusto,exotica,baja,,
212,Agave americana,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,395,512","414,326,628",arbusto,exotica,baja,,
213,Agave americana,ISLETA CALLE BOGOTA,Plaza o Jardín,TIRO DE LINEA-SANTA GENOVEVA,Sur,Arbusto,"23,629,612","414,000,546",arbusto,exotica,baja,,
214,Agave americana,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,387,057","414,308,898",arbusto,exotica,baja,,
215,Agave americana,CL RONDA DE CIRCUNVALACIóN SE-30,Sin Recepcionar,TRIANA OESTE,Triana,Arbusto,"23,497,360","414,493,854",arbusto,exotica,baja,,
216,Agave americana,CL RONDA DE CIRCUNVALACIóN SE-30,Sin Recepcionar,TRIANA OESTE,Triana,Arbusto,"23,496,369","414,494,168",arbusto,exotica,baja,,
217,Agave americana,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS-URBADIEZ- ENTREPUENTES,Este-Alcosa-Torreblanca,Arbusto,"24,007,521","414,311,738",arbusto,exotica,baja,,
218,Agave americana,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,396,441","414,328,015",arbusto,exotica,baja,,
219,Agave americana,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,401,571","414,333,544",arbusto,exotica,baja,,
220,Agave americana,Z.V. Glorieta Menacho López y próxima,Medianas y Glorietas,PALMETE,Cerro-Amate,Arbusto,"23,943,553","414,049,710",arbusto,exotica,baja,,
221,Agave americana,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS-URBADIEZ- ENTREPUENTES,Este-Alcosa-Torreblanca,Arbusto,"24,007,326","414,311,964",arbusto,exotica,baja,,
222,Agave americana,PZ PADRE JERONIMO DE CORDOBA,Arbolado Viario,SANTA CATALINA,Casco Antiguo,Arbusto,"23,564,331","414,266,262",arbusto,exotica,baja,,
223,Agave americana,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS-URBADIEZ- ENTREPUENTES,Este-Alcosa-Torreblanca,Arbusto,"24,027,890","414,232,621",arbusto,exotica,baja,,
224,Agave americana,"DEL VALLE, JARDINES",Parque Urbano,SANTA CATALINA,Casco Antiguo,Arbusto,"23,595,425","414,297,379",arbusto,exotica,baja,,
225,Agave americana,ISLETA CALLE BOGOTA,Plaza o Jardín,TABLADILLA-LA ESTRELLA,Sur,Arbusto,"23,627,315","413,999,306",arbusto,exotica,baja,,
226,Agave americana,"URBANIZACIóN P-7 (PINO MONTANO), PARQUE",Parque Urbano,BARRIADA PINO MONTANO,Norte,Arbusto,"23,703,613","414,626,314",arbusto,exotica,baja,,
227,Agave americana,Avenida Expo 92,Medianas y Glorietas,TRIANA OESTE,Triana,Arbusto,"23,322,439","414,234,117",arbusto,exotica,baja,,
228,Agave americana,Parque Miraflores I,Parque Urbano,EL GORDILLO,Norte,Arbusto,"23,798,250","414,505,310",arbusto,exotica,baja,,
229,Agave americana,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,395,328","414,327,087",arbusto,exotica,baja,,
230,Agave americana,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,396,262","414,327,804",arbusto,exotica,baja,,
231,Agave americana,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,395,547","414,327,262",arbusto,exotica,baja,,
232,Agave americana,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,396,018","414,327,449",arbusto,exotica,baja,,
233,Agave americana,Parque Miraflores I,Parque Urbano,AEROPUERTO VIEJO,Norte,Arbusto,"23,784,062","414,483,788",arbusto,exotica,baja,,
234,Agave americana,CL AMERICO VESPUCIO,Arbolado Viario,TRIANA OESTE,Triana,Arbusto,"23,436,588","414,483,006",arbusto,exotica,baja,,
235,Agave americana,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS-URBADIEZ- ENTREPUENTES,Este-Alcosa-Torreblanca,Arbusto,"24,007,775","414,312,005",arbusto,exotica,baja,,
236,Agave americana,CL AMERICO VESPUCIO,Arbolado Viario,TRIANA OESTE,Triana,Arbusto,"23,436,176","414,483,586",arbusto,exotica,baja,,
237,Agave americana,Parque Miraflores I,Parque Urbano,AEROPUERTO VIEJO,Norte,Arbusto,"23,782,957","414,484,354",arbusto,exotica,baja,,
238,Agave americana,Parque Infanta Elena,Parque Periurbano,PALACIO DE CONGRESOS-URBADIEZ- ENTREPUENTES,Este-Alcosa-Torreblanca,Arbusto,"24,028,116","414,234,328",arbusto,exotica,baja,,
239,Agave americana,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,387,016","414,308,848",arbusto,exotica,baja,,
240,Agave americana,Avenida Expo 92,Medianas y Glorietas,TRIANA OESTE,Triana,Arbusto,"23,322,995","414,232,980",arbusto,exotica,baja,,
241,Agave americana,CARABELA SANTA MARIA,Plaza o Jardín,SANTA CLARA,San Pablo-Santa Justa,Arbusto,"23,857,686","414,366,551",arbusto,exotica,baja,,
242,Agave americana,CL RONDA DE CIRCUNVALACIóN SE-30,Sin Recepcionar,TRIANA OESTE,Triana,Arbusto,"23,497,505","414,494,918",arbusto,exotica,baja,,
243,Agave americana,FLOTA DE INDIAS,Arbolado Viario,TABLADA,Los Remedios,Arbusto,"23,456,321","414,028,926",arbusto,exotica,baja,,
244,Agave americana,Parque Miraflores I,Parque Urbano,AEROPUERTO VIEJO,Norte,Arbusto,"23,782,707","414,483,874",arbusto,exotica,baja,,
245,Agave americana,CL AMERICO VESPUCIO,Arbolado Viario,TRIANA OESTE,Triana,Arbusto,"23,437,095","414,483,151",arbusto,exotica,baja,,
246,Agave americana,Parque Miraflores I,Parque Urbano,AEROPUERTO VIEJO,Norte,Arbusto,"23,783,023","414,483,847",arbusto,exotica,baja,,
247,Agave americana,CL AMERICO VESPUCIO,Arbolado Viario,TRIANA OESTE,Triana,Arbusto,"23,436,104","414,482,933",arbusto,exotica,baja,,
248,Agave americana,Parque Miraflores I,Parque Urbano,AEROPUERTO VIEJO,Norte,Arbusto,"23,781,885","414,484,400",arbusto,exotica,baja,,
249,Agave americana,Parque Miraflores I,Parque Urbano,AEROPUERTO VIEJO,Norte,Arbusto,"23,782,365","414,484,400",arbusto,exotica,baja,,
250,Agave americana,Parque Miraflores I,Parque Urbano,AEROPUERTO VIEJO,Norte,Arbusto,"23,783,575","414,483,808",arbusto,exotica,baja,,
251,Agave attenuata,DON JUAN,Arbolado Viario,SANTA CLARA,San Pablo-Santa Justa,Arbusto,"23,885,276","414,373,247",arbusto,exotica,baja,,
252,Agave attenuata,"DE ZOCODOVER, JARDINES PLAZA",Plaza o Jardín,PARQUE ALCOSA-JARDINES DEL EDEN,Este-Alcosa-Torreblanca,Arbusto,"24,139,171","414,427,637",arbusto,exotica,baja,,
253,Agave attenuata,"DE ZOCODOVER, JARDINES PLAZA",Plaza o Jardín,PARQUE ALCOSA-JARDINES DEL EDEN,Este-Alcosa-Torreblanca,Arbusto,"24,139,672","414,427,382",arbusto,exotica,baja,,
254,Agave attenuata,"DE ZOCODOVER, JARDINES PLAZA",Plaza o Jardín,PARQUE ALCOSA-JARDINES DEL EDEN,Este-Alcosa-Torreblanca,Arbusto,"24,139,815","414,427,670",arbusto,exotica,baja,,
255,Agave ferox,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,398,358","414,327,902",arbusto,exotica,baja,,
256,Agave ferox,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,396,927","414,326,792",arbusto,exotica,baja,,
257,Agave ferox,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,398,229","414,328,114",arbusto,exotica,baja,,
258,Agave ferox,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,396,839","414,327,517",arbusto,exotica,baja,,
259,Agave ferox,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,396,598","414,327,258",arbusto,exotica,baja,,
260,Agave ferox,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,397,087","414,326,955",arbusto,exotica,baja,,
261,Agave ferox,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,397,158","414,327,525",arbusto,exotica,baja,,
262,Agave ferox,Avenida Expo 92,Medianas y Glorietas,TRIANA OESTE,Triana,Arbusto,"23,321,907","414,234,129",arbusto,exotica,baja,,
263,Agave ferox,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,396,627","414,328,315",arbusto,exotica,baja,,
264,Agave ferox,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,397,314","414,327,579",arbusto,exotica,baja,,
265,Agave ferox,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,398,394","414,327,752",arbusto,exotica,baja,,
266,Agave sp,JARDIN AMERICANO,Parque Periurbano,TRIANA OESTE,Triana,Arbusto,"23,396,625","414,328,249",arbusto,exotica,baja,,
267,Agave sp,Avenida Expo 92,Medianas y Glorietas,TRIANA OESTE,Triana,Arbusto,"23,321,152","414,237,004",arbusto,exotica,baja,,
268,Agave sp,BELLAVISTA,Arbolado Viario,BELLAVISTA,Bellavista-La Palmera,Arbusto,"23,693,614","413,445,975",arbusto,exotica,baja,,
269,Agave sp,FLOTA DE INDIAS,Arbolado Viario,LOS REMEDIOS,Los Remedios,Arbusto,"23,423,553","414,030,033",arbusto,exotica,baja,,
270,Agave sp,Avenida Expo 92,Medianas y Glorietas,TRIANA OESTE,Triana,Arbusto,"23,321,207","414,236,893",arbusto,exotica,baja,,
271,Agave sp,"DE ORIENTE, JARDINES PLAZA",Plaza o Jardín,PARQUE ALCOSA-JARDINES DEL EDEN,Este-Alcosa-Torreblanca,Arbusto,"24,120,005","414,456,368",arbusto,exotica,baja,,
272,Agave sp,Parque Miraflores I,Parque Urbano,LAS ALMENAS,Norte,Arbusto,"23,774,171","414,494,387",arbusto,exotica,baja,,
273,Agave sp,Avenida Expo 92,Medianas y Glorietas,TRIANA OESTE,Triana,Arbusto,"23,321,450","414,233,870",arbusto,exotica,baja,,
274,Agave sp,PZ BEETHOVEN,Plaza o Jardín,CRUZ ROJA-CAPUCHINOS,Macarena,Arbusto,"23,635,631","414,358,468",arbusto,exotica,baja,,
275,Agave sp,PZ BEETHOVEN,Plaza o Jardín,CRUZ ROJA-CAPUCHINOS,Macarena,Arbusto,"23,636,120","414,359,196",arbusto,exotica,baja,,
276,Agave sp,Parque Miraflores I,Parque Urbano,LAS ALMENAS,Norte,Arbusto,"23,773,575","414,498,481",arbusto,exotica,baja,,
277,Agave sp,Parque Miraflores I,Parque Urbano,LAS ALMENAS,Norte,Arbusto,"23,774,037","414,496,147",arbusto,exotica,baja,,
278,Agave sp,Parque Miraflores I,Parque Urbano,LAS ALMENAS,Norte,Arbusto,"23,773,307","414,499,791",arbusto,exotica,baja,,
279,Agave sp,VIRGEN DE ROBLEDO,Jardinería Asociada a Viario,LOS REMEDIOS,Los Remedios,Arbusto,"23,482,851","414,058,785",arbusto,exotica,baja,,
280,Agave sp,Parque Miraflores I,Parque Urbano,LAS ALMENAS,Norte,Arbusto,"23,774,608","414,494,290",arbusto,exotica,baja,,
281,Agave sp,Parque Miraflores I,Parque Urbano,AEROPUERTO VIEJO,Norte,Arbusto,"23,767,068","414,484,318",arbusto,exotica,baja,,
282,Agave sp,PUEBLO PALESTINO JARDINES PLAZA,Plaza o Jardín,LOS PRINCIPES-LA FONTANILLA,Macarena,Arbusto,"23,649,004","414,457,921",arbusto,exotica,baja,,
283,Agave sp,PUEBLO PALESTINO JARDINES PLAZA,Plaza o Jardín,LOS PRINCIPES-LA FONTANILLA,Macarena,Arbusto,"23,649,134","414,458,068",arbusto,exotica,baja,,
284,Agave sp,Parque Miraflores I,Parque Urbano,LAS ALMENAS,Norte,Arbusto,"23,773,905","414,496,494",arbusto,exotica,baja,,
285,Agave sp,VIRGEN DE ROBLEDO,Jardinería Asociada a Viario,LOS REMEDIOS,Los Remedios,Arbusto,"23,482,949","414,058,928",arbusto,exotica,baja,,
286,Agave sp,Parque Miraflores I,Parque Urbano,LAS ALMENAS,Norte,Arbusto,"23,774,188","414,494,173",arbusto,exotica,baja,,
287,Agave sp,Parque Miraflores I,Parque Urbano,LAS ALMENAS,Norte,Arbusto,"23,773,823","414,496,899",arbusto,exotica,baja,,
288,Agave sp,Parque Miraflores I,Parque Urbano,LAS ALMENAS,Norte,Arbusto,"23,773,141","414,499,406",arbusto,exotica,baja,,
289,Agave sp,EDUARDO DATO,Arbolado Viario,SAN BERNARDO,Nervión,Arbusto,"23,608,495","414,166,300",arbusto,exotica,baja,,
290,Agave sp,EDUARDO DATO,Arbolado Viario,SAN BERNARDO,Nervión,Arbusto,"23,608,099","414,166,194",arbusto,exotica,baja,,
291,Agave sp,EDUARDO DATO,Arbolado Viario,SAN BERNARDO,Nervión,Arbusto,"23,608,282","414,166,133",arbusto,exotica,baja,,
292,Agave sp,EDUARDO DATO,Arbolado Viario,SAN BERNARDO,Nervión,Arbusto,"23,608,404","414,166,179",arbusto,exotica,baja,,
