UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque Infanta Elena,Pinus halepensis,75,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,003,306","414,312,668"
Parque Infanta Elena,Ulmus pumila,80,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,937,805","414,293,805"
Parque Infanta Elena,Ligustrum japonicum,50,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,936,938","414,296,303"
Parque Infanta Elena,Olea europaea,45,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,048,095","414,223,497"
Parque Infanta Elena,Eucalyptus camaldulensis,135,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,034,141","414,302,067"
Parque Infanta Elena,Celtis australis,55,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,014,615","414,291,963"
Parque Infanta Elena,Ulmus pumila,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Alcorque vacío/Posición a reponer,"23,974,003","414,288,077"
Parque Infanta Elena,,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"24,058,934","414,239,125"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque Infanta Elena,Olea europaea,30,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,017,072","414,298,281"
Parque Infanta Elena,Olea europaea,60,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,079,764","414,260,093"
Parque Infanta Elena,Pinus pinea,90,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,987,562","414,289,342"
Parque Infanta Elena,Elaeagnus angustifolia,35,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,065,582","414,288,011"
Parque Infanta Elena,Celtis australis,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"24,003,907","414,318,524"
Parque Infanta Elena,Ulmus pumila,80,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,057,259","414,253,705"
Parque Infanta Elena,Olea europaea,55,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,052,003","414,229,531"
Parque Infanta Elena,Eucalyptus camaldulensis,160,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,968,736","414,288,591"
Parque Infanta Elena,Pinus pinea,60,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,998,101","414,305,977"
"Rastrillo, Calle",Eucalyptus camaldulensis,120,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,956,511","414,288,650"
Parque Infanta Elena,Ulmus pumila,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Alcorque vacío/Posición a reponer,"23,971,188","414,288,193"
Parque Infanta Elena,Celtis australis,35,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,058,530","414,270,473"
Parque Infanta Elena,Ulmus pumila,55,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,995,521","414,294,120"
Parque Infanta Elena,Eucalyptus camaldulensis,150,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,033,274","414,289,250"
Parque Infanta Elena,Quercus suber,55,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,046,760","414,262,361"
Parque Infanta Elena,Ulmus pumila,70,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,037,020","414,273,682"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque Infanta Elena,,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"23,970,720","414,296,313"
Parque Infanta Elena,Thuja orientalis,55,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,068,872","414,249,706"
Parque Infanta Elena,Olea europaea,35,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,033,363","414,297,595"
Parque Infanta Elena,Olea europaea,60,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,070,311","414,240,603"
Parque Infanta Elena,Eucalyptus camaldulensis,190,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,977,267","414,288,185"
Parque Infanta Elena,Pinus pinea,90,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,995,785","414,286,573"
Parque Infanta Elena,Quercus suber,45,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,009,434","414,292,958"
Parque Infanta Elena,Pinus pinea,65,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,003,256","414,305,536"
Parque Infanta Elena,Eucalyptus camaldulensis,110,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,003,147","414,326,761"
Parque Infanta Elena,Quercus suber,25,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,083,980","414,248,764"
Parque Infanta Elena,Pinus pinea,90,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,086,945","414,238,189"
Parque Infanta Elena,Olea europaea,45,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,053,692","414,229,831"
Parque Infanta Elena,,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"24,014,851","414,314,834"
Parque Infanta Elena,Ulmus pumila,85,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,961,951","414,290,713"
Parque Infanta Elena,Pinus pinea,75,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,983,843","414,293,487"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque Infanta Elena,Eucalyptus camaldulensis,160,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,985,187","414,287,687"
Parque Infanta Elena,Celtis australis,60,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,002,789","414,292,763"
Parque Infanta Elena,,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"23,987,357","414,291,074"
Parque Infanta Elena,Ulmus pumila,65,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,039,284","414,271,153"
Parque Infanta Elena,Celtis australis,50,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,037,403","414,253,085"
Parque Infanta Elena,Olea europaea,40,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,033,283","414,298,568"
Parque Infanta Elena,Ulmus pumila,55,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,970,315","414,295,739"
Parque Infanta Elena,Robinia pseudoacacia,65,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,076,498","414,264,926"
Parque Infanta Elena,Ulmus pumila,85,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,936,451","414,294,080"
Parque Infanta Elena,Cupressus arizonica,75,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,029,868","414,244,186"
Parque Infanta Elena,Ulmus pumila,60,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,945,817","414,297,443"
Parque Infanta Elena,Olea europaea,45,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,990,487","414,303,634"
Parque Infanta Elena,Casuarina equisetifolia,85,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,984,128","414,310,888"
Parque Infanta Elena,Quercus suber,60,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,039,009","414,228,920"
Parque Infanta Elena,Celtis australis,30,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,074,101","414,247,910"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque Infanta Elena,Quercus suber,40,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,008,615","414,293,743"
Parque Infanta Elena,Quercus ilex,25,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,017,671","414,313,926"
Parque Infanta Elena,Celtis australis,60,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,011,927","414,292,120"
Parque Infanta Elena,Eucalyptus camaldulensis,190,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,978,690","414,288,052"
Parque Infanta Elena,Ulmus pumila,85,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,057,913","414,283,158"
Parque Infanta Elena,Cupressus sempervirens,70,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,963,541","414,292,433"
Parque Infanta Elena,Olea europaea,45,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,014,656","414,312,902"
Parque Infanta Elena,Celtis australis,35,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,053,471","414,243,170"
Parque Infanta Elena,Ceratonia siliqua,40,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,991,333","414,287,190"
Parque Infanta Elena,Pinus pinea,75,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,955,461","414,290,049"
Parque Infanta Elena,Quercus suber,40,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,018,683","414,302,091"
Parque Infanta Elena,Eucalyptus camaldulensis,160,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,032,450","414,279,447"
Parque Infanta Elena,Quercus ilex,45,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,031,471","414,259,663"
Parque Infanta Elena,,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Tocón,"23,993,349","414,286,508"
Parque Infanta Elena,Ulmus pumila,80,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,046,144","414,266,113"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque Infanta Elena,Pinus pinea,75,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,002,269","414,309,619"
Parque Infanta Elena,Olea europaea,60,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,067,374","414,238,485"
Parque Infanta Elena,Pinus pinea,65,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,996,366","414,309,448"
Parque Infanta Elena,Ulmus pumila,95,Parque Periurbano,COLORES- ENTREPARQUES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,073,565","414,270,130"
Parque Infanta Elena,Quercus suber,40,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,019,408","414,300,932"
Parque Infanta Elena,,,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Alcorque vacío/Posición a reponer,"23,997,009","414,322,592"
Parque Infanta Elena,Quercus suber,55,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,045,768","414,263,575"
Parque Infanta Elena,Ligustrum japonicum,50,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,981,300","414,303,501"
Parque Infanta Elena,Eucalyptus camaldulensis,190,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"23,955,124","414,288,949"
Parque Infanta Elena,Celtis australis,35,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,037,488","414,271,526"
Parque Infanta Elena,Quercus suber,60,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,038,010","414,226,551"
Parque Infanta Elena,Ceratonia siliqua,45,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,005,135","414,315,124"
Parque Infanta Elena,Olea europaea,60,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,053,684","414,253,787"
Parque Infanta Elena,Quercus suber,45,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,043,408","414,225,110"
Parque Infanta Elena,Quercus suber,50,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,035,441","414,227,454"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
Parque Infanta Elena,Quercus suber,50,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,033,274","414,229,001"
Parque Infanta Elena,Olea europaea,25,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,Árbol muerto,"24,049,312","414,220,209"
Parque Infanta Elena,Olea europaea,45,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,034,590","414,228,530"
Parque Infanta Elena,Quercus suber,35,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,047,559","414,259,773"
Parque Infanta Elena,Olea europaea,70,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,040,050","414,229,115"
Parque Infanta Elena,Olea europaea,45,Parque Periurbano,PALACIO DE CONGRESOS- URBADIEZ- ENTREPUENTES,Este-Alcosa- Torreblanca,,Árbol Zona Verde,,,"24,051,879","414,252,620"
"NORTE (junto asentamiento del Vacie), PARQUE",Pinus pinea,85,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,661,871","414,521,689"
"NORTE (junto asentamiento del Vacie), PARQUE",Pinus pinea,70,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,665,006","414,520,900"
"NORTE (junto asentamiento del Vacie), PARQUE",Quercus ilex,65,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,666,548","414,520,385"
"NORTE (junto asentamiento del Vacie), PARQUE",Pinus pinea,80,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,665,006","414,520,339"
"NORTE (junto asentamiento del Vacie), PARQUE",Quercus ilex,50,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,662,556","414,519,883"
"NORTE (junto asentamiento del Vacie), PARQUE",Quercus ilex,65,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,665,816","414,520,526"
"NORTE (junto asentamiento del Vacie), PARQUE",Quercus ilex,60,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,662,590","414,521,400"
"NORTE (junto asentamiento del Vacie), PARQUE",Ceratonia siliqua,65,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,669,419","414,522,346"
"NORTE (junto asentamiento del Vacie), PARQUE",Quercus suber,60,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,667,041","414,520,817"
"NORTE (junto asentamiento del Vacie), PARQUE",Ceratonia siliqua,45,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,663,926","414,520,609"
"NORTE (junto asentamiento del Vacie), PARQUE",Pinus pinea,80,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,667,558","414,521,358"
"NORTE (junto asentamiento del Vacie), PARQUE",Pinus pinea,85,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,667,248","414,522,063"
"NORTE (junto asentamiento del Vacie), PARQUE",Ceratonia siliqua,60,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,664,424","414,521,285"
"NORTE (junto asentamiento del Vacie), PARQUE",Ceratonia siliqua,75,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,669,177","414,520,787"
"NORTE (junto asentamiento del Vacie), PARQUE",Quercus suber,60,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,666,501","414,521,253"
"NORTE (junto asentamiento del Vacie), PARQUE",Quercus suber,55,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,663,179","414,520,921"
"NORTE (junto asentamiento del Vacie), PARQUE",Pinus pinea,70,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,664,902","414,521,834"
"NORTE (junto asentamiento del Vacie), PARQUE",Pinus pinea,85,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,668,157","414,521,952"
UG,ESPECIE ARBOLES ZONAS VERDES,ALTURA TOTAL,TIPOLOGÍA,BARRIO,DISTRITO,,ELEMENTO,FECHAPLANT,MARRAS,X,Y
"NORTE (junto asentamiento del Vacie), PARQUE",Pinus pinea,80,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,664,092","414,521,938"
"NORTE (junto asentamiento del Vacie), PARQUE",Ceratonia siliqua,45,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,663,552","414,520,235"
"NORTE (junto asentamiento del Vacie), PARQUE",Quercus suber,60,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,666,044","414,521,170"
"NORTE (junto asentamiento del Vacie), PARQUE",Quercus ilex,65,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,665,652","414,521,704"
"NORTE (junto asentamiento del Vacie), PARQUE",Ceratonia siliqua,55,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,668,614","414,520,510"
"NORTE (junto asentamiento del Vacie), PARQUE",Ceratonia siliqua,65,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,662,618","414,520,588"
"NORTE (junto asentamiento del Vacie), PARQUE",Quercus suber,45,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,658,540","414,520,046"
"NORTE (junto asentamiento del Vacie), PARQUE",Ceratonia siliqua,70,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,658,187","414,517,596"
"NORTE (junto asentamiento del Vacie), PARQUE",Quercus ilex,45,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,660,180","414,520,523"
"NORTE (junto asentamiento del Vacie), PARQUE",Ceratonia siliqua,55,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,658,768","414,518,011"
"NORTE (junto asentamiento del Vacie), PARQUE",Pinus pinea,80,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,661,428","414,521,162"
"NORTE (junto asentamiento del Vacie), PARQUE",Pinus pinea,80,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,660,803","414,520,461"
"NORTE (junto asentamiento del Vacie), PARQUE",Quercus suber,60,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,657,917","414,519,153"
"NORTE (junto asentamiento del Vacie), PARQUE",Quercus suber,70,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,654,469","414,519,863"
"NORTE (junto asentamiento del Vacie), PARQUE",Pinus pinea,80,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,656,241","414,518,824"
"NORTE (junto asentamiento del Vacie), PARQUE",Quercus suber,75,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,657,488","414,519,996"
"NORTE (junto asentamiento del Vacie), PARQUE",Ceratonia siliqua,60,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,659,703","414,518,946"
"NORTE (junto asentamiento del Vacie), PARQUE",Pinus pinea,80,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,656,588","414,518,240"
"NORTE (junto asentamiento del Vacie), PARQUE",Pinus pinea,80,Parque Urbano,LOS PRINCIPES-LA FONTANILLA,Macarena,,Árbol Zona Verde,,,"23,655,090","414,518,252"
